INDEKS,IDPREDMETA, DOBIJENAOCENA,SKGODINA,OZNAKAROKA,KOLIKOPUTAJEUPISANPREDMET, PROSEK,BROJSESTICA,BROJSEDMICA, BROJOSMICA,BROJDEVETKI, BROJDESETKI
20160378,1595,7,2017,jan2,4,7.42105263157895,5,7,3,2,2
20160292,2327,9,2017,jan2,2,7.35,9,3,1,6,1
20160054,2009,5,2017,jan2,8,7.30769230769231,5,4,1,1,2
20160054,2020,5,2017,jan2,8,7.30769230769231,5,4,1,1,2
20160255,2358,5,2017,jan2,3,7.5,5,5,1,3,2
20160447,2358,5,2017,jan2,3,7.5,5,2,3,3,1
20160447,2381,5,2017,jan2,3,7.5,5,2,3,3,1
20160246,2358,5,2017,jan2,10,7.4375,5,4,3,3,1
20160049,2010,6,2017,jan2,2,7,18,11,6,3,2
20160049,2326,6,2017,jan2,2,7,18,11,6,3,2
20160378,1878,8,2017,jan2,2,7.42105263157895,5,7,3,2,2
20160235,1884,9,2017,jan2,1,7.61764705882353,7,8,12,5,2
20160066,1884,8,2017,jan2,3,7.77777777777778,8,8,7,10,3
20160116,1878,8,2017,jan2,2,8.3448275862069,2,5,8,9,5
20160116,2358,8,2017,jan2,2,8.3448275862069,2,5,8,9,5
20160008,2358,6,2017,jan2,2,7.36842105263158,4,7,6,1,1
20160441,1878,7,2017,jan2,2,7.53333333333333,4,4,3,3,1
20160441,2358,9,2017,jan2,2,7.53333333333333,4,4,3,3,1
20160377,1878,8,2017,jan2,2,7.47826086956522,6,6,7,2,2
20160377,1884,8,2017,jan2,2,7.47826086956522,6,6,7,2,2
20160377,2358,7,2017,jan2,2,7.47826086956522,6,6,7,2,2
20160383,1594,7,2017,jan2,5,7.56521739130435,7,5,4,5,2
20160383,1878,5,2017,jan2,4,7.56521739130435,7,5,4,5,2
20160267,2009,6,2017,jan2,2,7.53333333333333,5,3,3,2,2
20160267,2327,8,2017,jan2,2,7.53333333333333,5,3,3,2,2
20160062,2009,8,2017,jan2,2,7.94117647058824,5,6,14,4,5
20160088,1878,6,2017,jan2,2,8.39285714285714,3,4,8,5,8
20160088,2358,8,2017,jan2,2,8.39285714285714,3,4,8,5,8
20160210,2329,6,2017,jan2,2,8.77142857142857,1,5,8,8,13
20160159,2020,8,2017,jan2,2,7.82142857142857,3,9,8,6,2
20160154,2017,7,2017,jan2,2,8.64705882352941,3,2,7,14,8
20160154,2021,10,2017,jan2,2,8.64705882352941,3,2,7,14,8
20160350,2016,6,2017,jan2,1,7.0625,17,2,8,4,1
20160350,2017,6,2017,jan2,1,7.0625,17,2,8,4,1
20160350,2329,5,2017,jan2,3,7.0625,17,2,8,4,1
20160160,2021,7,2017,jan2,2,7.29411764705882,8,14,8,2,2
20160160,2025,7,2017,jan2,2,7.29411764705882,8,14,8,2,2
20160033,2017,6,2017,jan2,2,7.70967741935484,9,6,5,7,4
20160033,2020,7,2017,jan2,6,7.70967741935484,9,6,5,7,4
20160017,2010,9,2017,jan2,6,8.47058823529412,1,5,11,11,6
20160080,1884,8,2017,jan2,2,7.58333333333333,5,8,5,4,2
20160080,2358,8,2017,jan2,2,7.58333333333333,5,8,5,4,2
20160440,2017,7,2017,jan2,3,7.6969696969697,4,12,10,4,3
20160440,2025,5,2017,jan2,3,7.6969696969697,4,12,10,4,3
20161102,2215,9,2017,jan2,2,8.46153846153846,1,1,5,3,3
20160392,2329,5,2017,jan2,3,7.53333333333333,7,11,4,5,3
20160307,2020,5,2017,jan2,6,7.26470588235294,9,14,6,3,2
20160011,2017,8,2017,jan2,2,8.85294117647059,1,2,9,11,11
20160011,2025,5,2017,jan2,3,8.85294117647059,1,2,9,11,11
20160011,2329,6,2017,jan2,2,8.85294117647059,1,2,9,11,11
20160019,2016,5,2017,jan2,4,8.24242424242424,5,4,9,8,7
20160019,2017,5,2017,jan2,4,8.24242424242424,5,4,9,8,7
20161145,2082,8,2017,jan2,2,8,1,1,2,1,1
20161145,2235,5,2017,jan2,8,8,1,1,2,1,1
20170274,2171,8,2017,jan2,1,8.76666666666667,1,3,6,12,8
20170097,1594,10,2017,jan2,2,8.6,2,1,8,8,6
20170097,1595,10,2017,jan2,2,8.6,2,1,8,8,6
20170211,2170,10,2017,jan2,2,8.46666666666667,2,5,6,11,6
20170005,2170,9,2017,jan2,2,9,1,2,4,2,11
20170005,2171,10,2017,jan2,2,9,1,2,4,2,11
20170231,1594,10,2017,jan2,2,9.04545454545455,2,1,1,8,10
20170413,1594,9,2017,jan2,2,8.55555555555556,1,3,3,7,4
20170453,2168,9,2017,jan2,2,8.625,1,2,4,4,5
20170101,1594,7,2017,jan2,2,8.8421052631579,1,1,5,5,7
20170101,1595,8,2017,jan2,2,8.8421052631579,1,1,5,5,7
20161084,2208,8,2017,jan2,2,8.26666666666667,1,3,4,5,2
20161016,2208,7,2017,jan2,2,8,2,4,3,4,2
20161016,2214,8,2017,jan2,2,8,2,4,3,4,2
20170220,1580,8,2017,jan2,2,8.73333333333333,2,4,6,6,12
20170220,2171,10,2017,jan2,2,8.73333333333333,2,4,6,6,12
20170245,1594,9,2017,jan2,2,8.96296296296296,2,1,4,9,11
20170292,1580,10,2017,jan2,2,8.5,5,1,5,9,8
20170292,2171,9,2017,jan2,1,8.5,5,1,5,9,8
20170292,2174,10,2017,jan2,2,8.5,5,1,5,9,8
20170476,2171,8,2017,jan2,1,7.68965517241379,6,9,6,4,4
20170207,1580,9,2017,jan2,2,7.2,7,7,2,3,1
20170272,1580,6,2017,jan2,2,7.61538461538462,9,3,5,7,2
20170272,2170,8,2017,jan2,2,7.61538461538462,9,3,5,7,2
20170272,2171,6,2017,jan2,2,7.61538461538462,9,3,5,7,2
20170330,1578,8,2017,jan2,1,7.76923076923077,3,9,6,7,1
20170330,1580,9,2017,jan2,1,7.76923076923077,3,9,6,7,1
20170223,1594,10,2017,jan2,2,8.17391304347826,3,3,8,5,4
20170106,1580,8,2017,jan2,1,8.1,2,9,6,10,3
20170106,2171,7,2017,jan2,1,8.1,2,9,6,10,3
20170011,1580,6,2017,jan2,2,7.33333333333333,8,5,7,3,1
20170011,2171,8,2017,jan2,2,7.33333333333333,8,5,7,3,1
20170101,2168,10,2017,jan2,1,8.8421052631579,1,1,5,5,7
20170182,2170,8,2017,jan2,2,7.58823529411765,5,3,4,4,1
20170182,2171,9,2017,jan2,2,7.58823529411765,5,3,4,4,1
20170420,1578,8,2017,jan2,2,7.86206896551724,4,8,8,6,3
20170176,1578,5,2017,jan2,2,6.88235294117647,8,6,1,1,1
20170176,1580,6,2017,jan2,2,6.88235294117647,8,6,1,1,1
20170176,2171,7,2017,jan2,2,6.88235294117647,8,6,1,1,1
20170457,1594,8,2017,jan2,2,7.44444444444444,3,2,2,1,1
20170457,1595,9,2017,jan2,2,7.44444444444444,3,2,2,1,1
20170253,1578,9,2017,jan2,2,7.48148148148148,8,7,4,7,1
20170253,1580,6,2017,jan2,2,7.48148148148148,8,7,4,7,1
20170427,2171,6,2017,jan2,1,7.52631578947368,6,4,4,3,2
20170232,1594,7,2017,jan2,2,8,3,8,4,6,4
20170224,1580,8,2017,jan2,1,8.9,2,2,6,7,13
20170194,1580,10,2017,jan2,2,8.6,2,4,7,8,9
20170194,2170,10,2017,jan2,1,8.6,2,4,7,8,9
20170193,1578,6,2017,jan2,2,7.35,6,5,6,2,1
20170193,1580,5,2017,jan2,5,7.35,6,5,6,2,1
20170193,2170,5,2017,jan2,7,7.35,6,5,6,2,1
20170389,1580,9,2017,jan2,2,8.22222222222222,5,2,7,8,5
20170083,1578,8,2017,jan2,2,7.48,6,8,5,5,1
20170083,1580,9,2017,jan2,1,7.48,6,8,5,5,1
20170366,1580,5,2017,jan2,2,8,4,4,9,6,3
20170366,2170,8,2017,jan2,1,8,4,4,9,6,3
20170183,1580,5,2017,jan2,2,7.69565217391304,5,6,4,7,1
20170183,2171,8,2017,jan2,1,7.69565217391304,5,6,4,7,1
20170443,1580,7,2017,jan2,2,7.56,8,3,8,4,2
20170178,1580,9,2017,jan2,1,7.74074074074074,9,2,4,11,1
20170178,2174,9,2017,jan2,1,7.74074074074074,9,2,4,11,1
20170208,1594,9,2017,jan2,2,7.35714285714286,5,3,3,2,1
20170208,1595,8,2017,jan2,2,7.35714285714286,5,3,3,2,1
20170277,1578,6,2017,jan2,2,6.88461538461539,14,4,6,1,1
20170277,1580,7,2017,jan2,2,6.88461538461539,14,4,6,1,1
20170277,2171,5,2017,jan2,2,6.88461538461539,14,4,6,1,1
20170277,2174,8,2017,jan2,1,6.88461538461539,14,4,6,1,1
20170014,1594,7,2017,jan2,2,7.92592592592593,4,7,6,7,3
20170014,1595,8,2017,jan2,2,7.92592592592593,4,7,6,7,3
20170078,1580,7,2017,jan2,2,7.625,7,7,10,7,1
20170378,1580,7,2017,jan2,2,8.25,1,4,13,7,3
20170378,2171,8,2017,jan2,2,8.25,1,4,13,7,3
20170276,1580,6,2017,jan2,2,8.11111111111111,4,5,8,4,6
20170276,2171,6,2017,jan2,2,8.11111111111111,4,5,8,4,6
20170200,1580,9,2017,jan2,2,7.90909090909091,3,6,6,4,3
20170200,2171,6,2017,jan2,1,7.90909090909091,3,6,6,4,3
20170122,1594,6,2017,jan2,1,7.76923076923077,2,4,4,1,2
20170122,1595,5,2017,jan2,6,7.76923076923077,2,4,4,1,2
20170226,1578,7,2017,jan2,2,7.5,5,6,7,3,1
20170226,1580,5,2017,jan2,3,7.5,5,6,7,3,1
20170226,2171,8,2017,jan2,2,7.5,5,6,7,3,1
20170464,1578,6,2017,jan2,2,7.46153846153846,6,10,4,4,2
20170464,1580,9,2017,jan2,2,7.46153846153846,6,10,4,4,2
20170464,2171,7,2017,jan2,1,7.46153846153846,6,10,4,4,2
20170456,1595,8,2017,jan2,2,7.66666666666667,5,3,6,1,3
20170442,2171,9,2017,jan2,1,8.31034482758621,2,5,9,8,5
20170442,2174,9,2017,jan2,1,8.31034482758621,2,5,9,8,5
20170192,2171,5,2017,jan2,2,7.57142857142857,6,6,2,5,2
20170364,1580,6,2017,jan2,2,8.33333333333333,4,4,7,8,7
20170364,2171,7,2017,jan2,2,8.33333333333333,4,4,7,8,7
20170449,1578,5,2017,jan2,2,7.96296296296296,3,6,9,7,2
20170449,1580,8,2017,jan2,1,7.96296296296296,3,6,9,7,2
20170133,1578,6,2017,jan2,2,7.31818181818182,6,9,2,4,1
20170133,1580,7,2017,jan2,1,7.31818181818182,6,9,2,4,1
20170021,1594,6,2017,jan2,2,8.13333333333333,1,5,2,5,2
20170424,1594,7,2017,jan2,2,7.5,2,3,1,1,1
20170424,1595,8,2017,jan2,1,7.5,2,3,1,1,1
20170340,1594,7,2017,jan2,2,7.88888888888889,1,7,4,5,1
20170340,1595,8,2017,jan2,2,7.88888888888889,1,7,4,5,1
20170483,1594,7,2017,jan2,2,7.92307692307692,4,7,6,5,4
20170240,1595,6,2017,jan2,2,8.5,4,2,3,5,8
20170240,2183,5,2017,jan2,4,8.5,4,2,3,5,8
20170186,1594,9,2017,jan2,2,7.55555555555556,4,6,4,2,2
20170186,1595,7,2017,jan2,2,7.55555555555556,4,6,4,2,2
20170475,1580,5,2017,jan2,3,7.21428571428571,4,6,2,1,1
20170475,2170,6,2017,jan2,2,7.21428571428571,4,6,2,1,1
20170475,2171,5,2017,jan2,3,7.21428571428571,4,6,2,1,1
20170415,2171,8,2017,jan2,2,8.06896551724138,2,7,12,3,5
20170339,1580,6,2017,jan2,2,7.16666666666667,11,4,5,2,2
20170339,2171,6,2017,jan2,2,7.16666666666667,11,4,5,2,2
20170250,2170,7,2017,jan2,2,7,8,3,3,1,1
20170250,2171,8,2017,jan2,2,7,8,3,3,1,1
20170329,2171,5,2017,jan2,2,7.57692307692308,4,9,8,4,1
20170305,1578,5,2017,jan2,3,6.64,15,7,1,1,1
20170305,2171,6,2017,jan2,1,6.64,15,7,1,1,1
20170385,1594,7,2017,jan2,2,7.59090909090909,4,8,5,3,2
20170385,1595,7,2017,jan2,2,7.59090909090909,4,8,5,3,2
20170137,2183,6,2017,jan2,2,8.64285714285714,1,1,4,4,4
20170486,1594,8,2017,jan2,2,7.75,2,6,3,4,1
20170146,1578,5,2017,jan2,3,7.45454545454546,4,3,1,1,2
20170146,1580,5,2017,jan2,3,7.45454545454546,4,3,1,1,2
20170146,2170,7,2017,jan2,2,7.45454545454546,4,3,1,1,2
20170146,2171,5,2017,jan2,7,7.45454545454546,4,3,1,1,2
20170060,1580,5,2017,jan2,3,8,5,3,11,9,2
20170060,2171,6,2017,jan2,1,8,5,3,11,9,2
20170435,1578,5,2017,jan2,3,7.46153846153846,9,4,6,6,1
20170435,1580,9,2017,jan2,1,7.46153846153846,9,4,6,6,1
20170376,1578,5,2017,jan2,3,7.29411764705882,6,4,4,2,1
20170376,1580,7,2017,jan2,2,7.29411764705882,6,4,4,2,1
20170376,2171,5,2017,jan2,4,7.29411764705882,6,4,4,2,1
20170466,1578,8,2017,jan2,1,7.79166666666667,5,4,7,7,1
20170466,2174,8,2017,jan2,1,7.79166666666667,5,4,7,7,1
20170463,1578,6,2017,jan2,2,7.35294117647059,5,6,3,1,2
20170463,1580,6,2017,jan2,2,7.35294117647059,5,6,3,1,2
20170463,2171,8,2017,jan2,2,7.35294117647059,5,6,3,1,2
20170436,1594,8,2017,jan2,2,7.31578947368421,8,3,4,2,2
20150113,1889,5,2017,jun1,12,7.52941176470588,4,4,6,2,1
20170397,1580,5,2017,jan2,3,7.4375,5,4,3,3,1
20170157,1578,5,2017,jan2,3,7,6,3,1,1,1
20170157,2170,5,2017,jan2,5,7,6,3,1,1,1
20170507,1594,5,2017,jan2,4,7.84615384615385,2,4,3,2,2
20170507,1595,7,2017,jan2,2,7.84615384615385,2,4,3,2,2
20170088,1595,7,2017,jan2,2,7.83333333333333,1,2,1,1,1
20170195,1580,5,2017,jan2,7,8.08695652173913,3,3,7,9,1
20170195,2170,6,2017,jan2,2,8.08695652173913,3,3,7,9,1
20170195,2171,8,2017,jan2,2,8.08695652173913,3,3,7,9,1
20170210,1580,8,2017,jan2,2,7.57142857142857,4,2,5,2,1
20170210,2171,8,2017,jan2,1,7.57142857142857,4,2,5,2,1
20170151,1580,5,2017,jan2,6,7.3,5,8,4,2,1
20170151,2170,8,2017,jan2,2,7.3,5,8,4,2,1
20170107,1580,5,2017,jan2,3,7.38095238095238,7,6,3,3,2
20170107,2171,6,2017,jan2,2,7.38095238095238,7,6,3,3,2
20170039,2170,7,2017,jan2,2,7.38888888888889,7,3,4,2,2
20170039,2171,7,2017,jan2,2,7.38888888888889,7,3,4,2,2
20170039,2174,10,2017,jan2,2,7.38888888888889,7,3,4,2,2
20170358,1594,6,2017,jan2,2,7.75,3,2,4,1,2
20170025,1578,5,2017,jan2,6,7.10526315789474,8,5,3,2,1
20170025,1580,5,2017,jan2,3,7.10526315789474,8,5,3,2,1
20170025,2170,5,2017,jan2,4,7.10526315789474,8,5,3,2,1
20170147,1580,6,2017,jan2,2,7.7,5,10,6,7,2
20170147,2171,8,2017,jan2,2,7.7,5,10,6,7,2
20170501,1594,6,2017,jan2,2,7.35714285714286,6,2,2,3,1
20170501,1595,8,2017,jan2,2,7.35714285714286,6,2,2,3,1
20170111,1580,6,2017,jan2,1,7.89285714285714,7,3,7,8,3
20170111,2171,6,2017,jan2,2,7.89285714285714,7,3,7,8,3
20170184,1594,8,2017,jan2,2,8.03846153846154,5,4,6,7,4
20170327,1594,7,2017,jan2,2,7.45,5,7,4,2,2
20170327,1595,7,2017,jan2,2,7.45,5,7,4,2,2
20170090,1578,5,2017,jan2,6,7.55555555555556,4,7,1,5,1
20170090,1580,5,2017,jan2,3,7.55555555555556,4,7,1,5,1
20170090,2171,5,2017,jan2,5,7.55555555555556,4,7,1,5,1
20170409,1595,5,2017,jan2,3,7.08333333333333,5,4,1,1,1
20170446,1595,10,2017,jan2,2,8.57142857142857,1,1,1,1,3
20170181,1594,7,2017,jan2,2,7.33333333333333,5,5,2,1,2
20170448,1595,6,2017,jan2,2,7.8125,3,4,5,1,3
20170164,1594,6,2017,jan2,2,8.15,2,6,3,5,4
20170164,1595,6,2017,jan2,2,8.15,2,6,3,5,4
20170387,1594,8,2017,jan2,2,8,2,4,4,2,3
20170387,1595,8,2017,jan2,2,8,2,4,4,2,3
20170037,1595,5,2017,jan2,2,7.70833333333333,5,4,11,1,3
20170126,1594,6,2017,jan2,2,6.91666666666667,7,2,1,1,1
20170126,1595,5,2017,jan2,3,6.91666666666667,7,2,1,1,1
20170394,2337,6,2017,jan2,2,7.07142857142857,8,2,1,1,2
20170394,2343,7,2017,jan2,2,7.07142857142857,8,2,1,1,2
20170491,2020,5,2017,jan2,10,7.23529411764706,8,2,3,3,1
20170491,2025,5,2017,jan2,4,7.23529411764706,8,2,3,3,1
20170491,2329,6,2017,jan2,2,7.23529411764706,8,2,3,3,1
20170491,2337,8,2017,jan2,2,7.23529411764706,8,2,3,3,1
20170419,2017,6,2017,jan2,2,7.73913043478261,3,8,6,4,2
20170419,2021,8,2017,jan2,2,7.73913043478261,3,8,6,4,2
20170419,2327,8,2017,jan2,2,7.73913043478261,3,8,6,4,2
20170461,2017,8,2017,jan2,2,8.28571428571429,4,4,5,10,5
20170461,2327,10,2017,jan2,2,8.28571428571429,4,4,5,10,5
20170461,2329,5,2017,jan2,4,8.28571428571429,4,4,5,10,5
20170159,2326,5,2017,jan2,3,7.07692307692308,7,2,1,2,1
20170159,2327,5,2017,jan2,7,7.07692307692308,7,2,1,2,1
20170082,2009,5,2017,jan2,4,7.83333333333333,3,5,10,5,1
20170082,2020,5,2017,jan2,3,7.83333333333333,3,5,10,5,1
20170082,2326,5,2017,jan2,3,7.83333333333333,3,5,10,5,1
20170447,2016,6,2017,jan2,2,7.21739130434783,9,5,6,1,2
20170447,2017,6,2017,jan2,2,7.21739130434783,9,5,6,1,2
20170110,2017,5,2017,jan2,4,8.04347826086956,3,2,12,3,3
20170110,2021,10,2017,jan2,3,8.04347826086956,3,2,12,3,3
20170229,2017,6,2017,jan2,2,7.33333333333333,5,4,3,2,1
20170229,2020,5,2017,jan2,3,7.33333333333333,5,4,3,2,1
20170394,2329,6,2017,jan2,1,7.07142857142857,8,2,1,1,2
20170246,2021,8,2017,jan2,2,7.54545454545455,3,2,4,1,1
20170045,2326,6,2017,jan2,2,7.13636363636364,9,5,5,2,1
20170045,2327,5,2017,jan2,4,7.13636363636364,9,5,5,2,1
20170369,2021,6,2017,jan2,2,7.17241379310345,11,8,6,2,2
20171053,2204,8,2017,jan2,2,8,1,1,1,1,1
20171053,2322,5,2017,jan2,3,8,1,1,1,1,1
20171013,2082,9,2017,jan2,2,8.16666666666667,1,1,1,2,1
20171095,2082,9,2017,jan2,2,8,1,1,2,1,1
20171080,2204,9,2017,jan2,2,7.91666666666667,2,2,4,3,1
20171093,2082,8,2017,jan2,2,8.33333333333333,1,1,1,1,2
20150090,2016,6,2017,jun1,3,7.72093023255814,7,14,11,6,5
20150090,2017,6,2017,jun1,3,7.72093023255814,7,14,11,6,5
20150090,2019,7,2017,jun1,2,7.72093023255814,7,14,11,6,5
20150090,2024,7,2017,jun1,2,7.72093023255814,7,14,11,6,5
20150090,2025,7,2017,jun1,3,7.72093023255814,7,14,11,6,5
20150090,2329,5,2017,jun1,4,7.72093023255814,7,14,11,6,5
20150090,2330,8,2017,jun1,2,7.72093023255814,7,14,11,6,5
20150049,1886,10,2017,jun1,2,8.72972972972973,2,5,5,14,11
20150049,1900,8,2017,jun1,3,8.72972972972973,2,5,5,14,11
20150049,1942,10,2017,jun1,2,8.72972972972973,2,5,5,14,11
20150049,1943,6,2017,jun1,3,8.72972972972973,2,5,5,14,11
20150320,2328,7,2017,jun1,2,6.94736842105263,9,5,3,1,1
20150185,1937,6,2017,jun1,3,7.96428571428571,7,4,7,3,7
20171099,2202,10,2017,jan2,2,8.76923076923077,1,2,2,2,6
20171099,2204,10,2017,jan2,2,8.76923076923077,1,2,2,2,6
20150177,1878,6,2017,jun1,7,7.65,3,7,5,4,1
20150135,1977,10,2017,jun1,2,7.79310344827586,5,9,7,3,5
20150357,1960,10,2017,jun1,2,9.15,2,3,4,9,22
20150250,2017,8,2017,jun1,4,8.95238095238095,1,3,7,17,14
20150250,2019,10,2017,jun1,2,8.95238095238095,1,3,7,17,14
20150250,2024,10,2017,jun1,2,8.95238095238095,1,3,7,17,14
20150250,2331,10,2017,jun1,2,8.95238095238095,1,3,7,17,14
20150390,1940,7,2017,jun1,2,7.6,8,10,15,4,3
20150390,2376,6,2017,jun1,3,7.6,8,10,15,4,3
20150230,2020,5,2017,jun1,8,7.925,7,8,13,5,7
20150230,2021,7,2017,jun1,3,7.925,7,8,13,5,7
20150230,2329,5,2017,jun1,10,7.925,7,8,13,5,7
20150425,1937,5,2017,jun1,11,7.64705882352941,6,11,10,3,4
20150425,1943,8,2017,jun1,1,7.64705882352941,6,11,10,3,4
20150425,2360,8,2017,jun1,2,7.64705882352941,6,11,10,3,4
20150363,2360,10,2017,jun1,2,7.97368421052632,7,8,9,7,7
20150154,2026,8,2017,jun1,2,7.92682926829268,10,4,13,7,7
20150154,2329,5,2017,jun1,4,7.92682926829268,10,4,13,7,7
20150367,1895,10,2017,jun1,2,8.75,1,4,12,10,13
20150300,2016,6,2017,jun1,3,7.7906976744186,9,10,11,7,6
20150300,2017,6,2017,jun1,3,7.7906976744186,9,10,11,7,6
20150300,2026,7,2017,jun1,2,7.7906976744186,9,10,11,7,6
20150370,1936,6,2017,jun1,3,7.64102564102564,8,13,8,5,5
20150302,1881,5,2017,jun1,6,7.14285714285714,8,6,4,2,1
20150302,1882,5,2017,jun1,5,7.14285714285714,8,6,4,2,1
20150302,2360,5,2017,jun1,4,7.14285714285714,8,6,4,2,1
20150405,2016,6,2017,jun1,3,8.7948717948718,3,2,8,13,13
20150405,2019,10,2017,jun1,1,8.7948717948718,3,2,8,13,13
20150405,2020,6,2017,jun1,4,8.7948717948718,3,2,8,13,13
20150405,2022,10,2017,jun1,2,8.7948717948718,3,2,8,13,13
20150280,1889,5,2017,jun1,4,9.21212121212121,1,3,5,3,21
20150274,1877,6,2017,jun1,7,7.12903225806452,10,12,5,3,1
20150397,2019,9,2017,jun1,2,9.02380952380952,2,3,7,10,20
20150397,2025,9,2017,jun1,1,9.02380952380952,2,3,7,10,20
20150397,2331,8,2017,jun1,2,9.02380952380952,2,3,7,10,20
20150174,2017,5,2017,jun1,6,7.2,12,5,9,3,1
20150174,2019,6,2017,jun1,2,7.2,12,5,9,3,1
20150174,2021,5,2017,jun1,4,7.2,12,5,9,3,1
20150174,2025,5,2017,jun1,5,7.2,12,5,9,3,1
20150174,2328,8,2017,jun1,5,7.2,12,5,9,3,1
20150174,2359,7,2017,jun1,2,7.2,12,5,9,3,1
20150336,1892,5,2017,jun1,6,8.725,4,5,6,8,17
20150336,1900,6,2017,jun1,3,8.725,4,5,6,8,17
20150336,1937,5,2017,jun1,3,8.725,4,5,6,8,17
20150341,2166,5,2017,jun1,19,7.35294117647059,4,6,5,1,1
20150425,1900,7,2017,jun1,2,7.64705882352941,6,11,10,3,4
20150143,2019,6,2017,jun1,2,7.91891891891892,6,10,9,5,7
20150143,2024,7,2017,jun1,2,7.91891891891892,6,10,9,5,7
20150143,2026,7,2017,jun1,2,7.91891891891892,6,10,9,5,7
20150381,1600,5,2017,jun1,8,7.29411764705882,13,10,4,2,5
20150381,1977,10,2017,jun1,2,7.29411764705882,13,10,4,2,5
20150381,1979,6,2017,jun1,2,7.29411764705882,13,10,4,2,5
20150098,2024,9,2017,jun1,2,8.65116279069767,1,4,15,12,11
20150098,2027,5,2017,jun1,2,8.65116279069767,1,4,15,12,11
20150435,2392,9,2017,jun1,2,8.22222222222222,2,9,11,7,7
20150435,2417,9,2017,jun1,2,8.22222222222222,2,9,11,7,7
20150435,2418,10,2017,jun1,2,8.22222222222222,2,9,11,7,7
20150435,2420,9,2017,jun1,1,8.22222222222222,2,9,11,7,7
20150101,2020,8,2017,jun1,7,7.88571428571429,6,9,8,7,5
20150101,2021,9,2017,jun1,3,7.88571428571429,6,9,8,7,5
20150101,2328,8,2017,jun1,4,7.88571428571429,6,9,8,7,5
20150095,1882,5,2017,jun1,4,7.8421052631579,10,6,10,4,8
20150095,2363,8,2017,jun1,2,7.8421052631579,10,6,10,4,8
20150095,2365,5,2017,jun1,2,7.8421052631579,10,6,10,4,8
20150095,2453,10,2017,jun1,3,7.8421052631579,10,6,10,4,8
20150095,2454,8,2017,jun1,4,7.8421052631579,10,6,10,4,8
20150048,1890,6,2017,jun1,3,8.10526315789474,10,3,8,7,10
20150048,2383,8,2017,jun1,4,8.10526315789474,10,3,8,7,10
20150329,1889,7,2017,jun1,3,7.94594594594595,4,12,9,6,6
20150329,1895,10,2017,jun1,2,7.94594594594595,4,12,9,6,6
20150138,2019,9,2017,jun1,2,8.5,3,7,8,14,10
20150138,2024,9,2017,jun1,2,8.5,3,7,8,14,10
20150138,2026,9,2017,jun1,2,8.5,3,7,8,14,10
20150138,2329,6,2017,jun1,1,8.5,3,7,8,14,10
20150104,1942,7,2017,jun1,2,7.30952380952381,8,22,4,7,1
20150104,2357,5,2017,jun1,4,7.30952380952381,8,22,4,7,1
20150054,2016,8,2017,jun1,3,8.86842105263158,2,2,6,17,11
20150054,2021,9,2017,jun1,3,8.86842105263158,2,2,6,17,11
20150054,2329,9,2017,jun1,3,8.86842105263158,2,2,6,17,11
20150414,2021,8,2017,jun1,3,7.54761904761905,13,10,8,5,6
20150414,2024,9,2017,jun1,2,7.54761904761905,13,10,8,5,6
20150414,2025,8,2017,jun1,3,7.54761904761905,13,10,8,5,6
20150088,1973,7,2017,jun1,3,7.65714285714286,6,9,13,5,2
20150088,1975,5,2017,jun1,4,7.65714285714286,6,9,13,5,2
20150088,1976,8,2017,jun1,2,7.65714285714286,6,9,13,5,2
20150046,1885,10,2017,jun1,2,9,2,2,4,16,14
20150046,1977,10,2017,jun1,2,9,2,2,4,16,14
20150046,2383,9,2017,jun1,4,9,2,2,4,16,14
20150385,1885,10,2017,jun1,3,8.07692307692308,8,9,5,6,11
20150385,1977,10,2017,jun1,2,8.07692307692308,8,9,5,6,11
20150011,2019,8,2017,jun1,2,8.04761904761905,7,8,9,12,6
20150011,2020,8,2017,jun1,3,8.04761904761905,7,8,9,12,6
20150011,2024,8,2017,jun1,2,8.04761904761905,7,8,9,12,6
20150011,2025,9,2017,jun1,1,8.04761904761905,7,8,9,12,6
20150011,2329,8,2017,jun1,3,8.04761904761905,7,8,9,12,6
20150011,2331,5,2017,jun1,2,8.04761904761905,7,8,9,12,6
20150008,1900,8,2017,jun1,3,8.85714285714286,3,3,5,9,15
20150008,1936,5,2017,jun1,4,8.85714285714286,3,3,5,9,15
20150008,1938,10,2017,jun1,4,8.85714285714286,3,3,5,9,15
20150329,1922,5,2017,jun1,14,7.94594594594595,4,12,9,6,6
20150180,1883,9,2017,jun1,5,8.29032258064516,3,5,10,6,7
20150180,1889,5,2017,jun1,6,8.29032258064516,3,5,10,6,7
20150157,1943,7,2017,jun1,4,7.3,13,13,5,7,2
20150157,2357,5,2017,jun1,8,7.3,13,13,5,7,2
20150030,2019,9,2017,jun1,2,8.66666666666667,3,3,12,11,13
20150030,2024,9,2017,jun1,2,8.66666666666667,3,3,12,11,13
20150030,2328,9,2017,jun1,5,8.66666666666667,3,3,12,11,13
20150030,2330,5,2017,jun1,4,8.66666666666667,3,3,12,11,13
20150315,2019,7,2017,jun1,2,7.42857142857143,15,9,8,5,5
20150315,2025,8,2017,jun1,3,7.42857142857143,15,9,8,5,5
20150315,2330,5,2017,jun1,2,7.42857142857143,15,9,8,5,5
20150315,2331,5,2017,jun1,6,7.42857142857143,15,9,8,5,5
